,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A.1 Total Costs,A.1_Expected Number of Deaths,A.1_Expected Annual Damage,A.2 Total Costs,A.2_Expected Number of Deaths,A.2_Expected Annual Damage,A.3 Total Costs,A.3_Expected Number of Deaths,A.3_Expected Annual Damage,A.4 Total Costs,A.4_Expected Number of Deaths,A.4_Expected Annual Damage,A.5 Total Costs,A.5_Expected Number of Deaths,A.5_Expected Annual Damage,RfR Total Costs,Expected Evacuation Costs
156,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,6,3,2,1,9,0,1,4,5,7,7,0,7,3,148992572.8637129,0.0,0.0,185857933.43115708,0.003101106266299287,2599856.7229275885,67361052.24253887,0.04342866955685077,19756159.002132814,49283477.94245806,0.0,0.0,158806723.84547138,0.08221172614921254,76213619.71472406,756700000.0,0.0
157,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,3,6,2,2,5,5,2,7,7,1,0,3,3,5,3,2,155038248.26052135,0.0,0.0,189605968.75956836,0.0,0.0,110009109.98310609,0.0,0.0,19811184.73999374,0.0001483108358355592,2007839.7397969908,108663782.25626409,0.0,0.0,1051100000.0,173.16933582814107
158,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,3,9,1,3,3,2,8,5,0,2,2,6,3,2,4,1,188684062.88192984,0.0,0.0,191348265.02434325,0.0,0.0,55021520.85615872,0.0,0.0,32035796.092804566,1.5271755236790468e-05,181998.10756242092,126532455.44380865,0.004338215540344568,32627596.612027653,928200000.0,2543.5338534041703
159,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,3,8,7,6,2,5,5,4,1,1,3,7,7,0,6,225290266.93789953,0.0,0.0,196159167.786688,0.0,0.0,87498935.4190952,0.0,0.0,32133923.184654124,0.00018536315886007312,757660.7882597678,95146224.41557565,0.0,0.0,879600000.0,29.222239144131343
160,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,3,9,3,1,1,6,9,4,2,5,0,3,2,7,10,199892341.9132232,0.0,0.0,151609226.7180256,0.001357084475891638,3176258.050605698,110645689.48481789,0.0,0.0,21068617.1353041,0.0,0.0,209984867.08451438,0.022596674777804405,56422328.48170506,960600000.0,2214.39880929646
161,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,10,0,2,6,3,7,0,5,5,5,7,1,3,7,131052131.21815366,0.0,0.0,176644470.5296111,0.00025439319139972637,593124.5574618633,70656192.99188861,0.0,0.0,44119312.844942994,0.0,0.0,165344652.06124273,0.023170271638767122,58368011.99401712,656500000.0,2226.654851177566
162,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,6,9,0,0,6,2,4,0,5,3,3,5,3,6,4,165026199.05882242,0.0,0.0,126101370.52689709,0.0031722049378664313,7673991.458137801,59344433.82549998,0.0,0.0,31344421.666561536,0.0,0.0,120059094.36909917,0.0,0.0,1289900000.0,247.48180016170718
163,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,3,2,0,6,4,1,6,6,3,10,0,2,4,0,2,1,102192937.55533153,0.0,0.0,175232437.41754627,0.0,0.0,120829116.40172128,0.0,0.0,21993477.62596654,0.00033819995778335086,4292295.232595768,290625611.3687267,0.031163885392984737,236269846.6211955,1109400000.0,18869.40289498046
164,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,4,4,10,7,4,5,2,8,1,6,2,5,6,7,0,2,265702120.8988421,0.0,0.0,179252535.04636943,0.0,0.0,106330279.86759496,0.0,0.0,35893349.04399399,6.717647094610328e-05,799208.3645828142,79084435.94406682,0.0,0.0,508200000.0,72.13766475884319
165,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3,9,2,7,4,1,2,6,5,1,7,5,7,4,1,2,234282206.39259815,0.0,0.0,147756738.11197522,0.0,0.0,96005792.06789789,0.0,0.0,49609514.85941385,0.0,0.0,111323481.55190307,0.0022594104132891667,16684243.060246073,546500000.0,1273.303193368762
166,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,5,5,2,4,3,0,6,4,4,1,1,5,5,1,4,169951219.49086463,0.0,0.0,108083458.32956028,0.0,0.0,100646877.65478462,0.0,0.0,25635401.577365965,0.00023117842457044452,939658.8958221887,107126294.4868825,0.0,0.0,1012800000.0,36.06014480696156
167,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,2,3,5,7,6,6,0,2,7,4,3,2,7,7,4,1,191140712.25215495,0.0,0.0,146841946.52894095,0.0,0.0,94494573.90116078,0.0,0.0,33433724.70004555,0.0,0.0,122653711.08936381,0.0,0.0,1012800000.0,0.0
168,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,2,5,2,6,1,0,10,4,1,2,3,1,4,0,5,142113162.79899588,0.0,0.0,112832601.01821715,0.0,0.0,113654036.17576583,0.0,0.0,23850184.958490238,0.0,0.0,75329742.05586098,0.0,0.0,1037400000.0,0.0
169,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,2,1,4,0,3,6,3,8,1,4,4,2,7,9,1,1,82177854.37813279,0.0,0.0,185628313.09170392,0.0,0.0,99570967.7468141,0.0,0.0,35529111.17179745,0.0,0.0,122027466.9135035,0.0,0.0,1239600000.0,0.0
170,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,2,4,3,4,5,7,1,2,3,4,2,8,10,9,8,140166707.11971238,0.0,0.0,220518144.5181843,0.0,0.0,71109125.16120952,0.002483838259016089,1120161.350216694,37788978.5865777,0.0,0.0,224264668.9595555,0.0,0.0,1011100000.0,0.0
171,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,2,1,8,3,1,5,3,5,2,9,1,2,3,3,3,10,168825930.42298335,0.0,0.0,160781072.8730634,0.0004539372077351404,2566977.5701913354,106398540.40116334,0.0,0.0,23963659.917347018,6.95560158783844e-05,710298.6298396086,151193378.09640566,0.0026971472632540856,16100506.539452553,874300000.0,1181.1660939185215
172,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,2,7,0,5,4,3,1,0,5,5,5,5,1,2,4,110130504.5881955,0.0,0.0,187265982.79420322,0.0,0.0,50081750.628976494,0.0,0.0,39651391.12612492,0.0,0.0,119397369.34806035,0.031785682132942,28922613.288971614,1072500000.0,0.0
173,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,2,8,7,3,9,4,6,3,6,4,2,7,7,9,7,214207357.98533124,0.0,0.0,227235615.91395807,0.0,0.0,103487455.29398324,0.0,0.0,35529111.17179745,0.0,0.0,187045902.98919082,0.0,0.0,485000000.0,0.0
174,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,5,2,0,3,2,3,3,4,5,4,4,5,6,6,1,98043050.03325048,0.0,0.0,151797120.6679083,0.0,0.0,89836264.45193493,0.0,0.0,35267355.398949906,0.0,0.0,134334746.73390198,0.0030067317699125867,7321082.817223407,1426900000.0,268.395774115124
175,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,3,5,4,0,2,4,7,7,5,4,5,2,7,2,7,2,110573595.57493308,0.0,0.0,189576993.66951925,0.0,0.0,110171654.06620932,0.0,0.0,37785454.503663704,0.0,0.0,116582674.81174204,0.0005844599959506241,4422900.477752184,860600000.0,344.46855002736265
176,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,3,1,6,3,0,7,0,4,3,0,6,3,8,3,7,7,148992572.8637129,0.0,0.0,81070271.82618949,0.0010794854148929306,7754821.555240839,54082305.45306664,0.0,0.0,44725019.974611215,0.0,0.0,171065765.1506752,0.00401113569845111,29992056.281238038,837700000.0,2827.229736352302
177,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,4,1,6,4,1,3,2,5,2,4,0,4,6,82177854.37813279,0.0,0.0,176627824.21754238,0.001094839090025019,2573553.4007385867,70680852.3457324,0.0,0.0,32008148.391127184,0.0,0.0,96392884.82337302,0.006547868254162559,16948717.30639381,1729100000.0,743.6012283218488
178,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,7,4,8,5,7,7,4,1,5,1,3,5,0,6,165766213.13166678,0.0,0.0,272482931.147082,0.0,0.0,97002336.79609565,0.0,0.0,28887426.50547571,0.0,0.0,108343427.95324498,0.02731864175622921,24025550.605007656,1186000000.0,0.0
179,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,4,4,6,0,4,7,2,4,2,7,7,7,6,82177854.37813279,0.0,0.0,128904282.88717857,0.0,0.0,97628005.17481405,0.0,0.0,35529111.17179745,0.0,0.0,166354167.0750081,0.000735666270064154,1785287.2888778616,891600000.0,65.26013574521515
180,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,4,5,3,0,6,3,3,2,5,5,3,5,2,5,8,166809149.72620058,0.0,0.0,128936641.23768285,0.0050217801181148694,4362761.428082042,82783545.95987594,0.0,0.0,35550925.35628089,0.0,0.0,157742826.25868362,0.032644896906174295,29624125.33497699,554000000.0,0.0
181,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,2,4,6,5,5,3,7,7,6,3,2,6,7,7,4,162708076.19428974,0.0,0.0,196636645.2808164,0.0,0.0,127775366.75848815,0.0,0.0,31452076.64453512,0.0,0.0,153530015.84790388,0.0,0.0,785300000.0,0.0
182,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,2,2,5,6,5,6,8,6,5,7,3,0,7,3,2,1,171796527.05181122,0.0,0.0,255158337.36325914,0.0,0.0,116153489.52221389,0.0,0.0,24227584.784522224,0.0,0.0,91595262.973483,0.00018723352594569222,1123249.345728516,788900000.0,69.89510620770143
183,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,6,6,7,1,7,7,6,2,1,3,8,6,3,2,181635071.1423083,0.0,0.0,217627170.58040905,0.0,0.0,108256283.37658635,0.0,0.0,34246917.70544709,7.72346495250305e-05,757660.7882597678,114720639.82105857,0.0,0.0,461900000.0,48.5134829541243
184,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,3,1,3,0,6,1,5,7,1,1,5,6,5,2,3,5,76431543.68310125,0.0,0.0,187995992.34173003,0.0,0.0,86462899.21101597,0.0,0.0,41975988.987621784,0.0,0.0,117613354.04595388,0.0018819795713129524,14187700.318087867,1164700000.0,1101.5611573726953
185,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,2,2,0,7,4,5,2,8,0,7,1,6,7,6,2,5,110130504.5881955,0.0,0.0,179252535.04636943,0.0,0.0,82060304.65513833,0.0,0.0,38096758.25322115,7.049871036743187e-05,716113.2119367215,121999258.20261109,0.0,0.0,1268900000.0,47.25666148859217
186,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,2,3,1,3,10,0,10,0,7,4,4,3,1,3,4,121162359.81197041,0.0,0.0,157923303.39354035,0.0,0.0,92102587.19999316,0.0,0.0,31845430.321649857,0.0,0.0,229581660.73408014,0.05353737452583773,134977359.2630774,1093800000.0,5114.357125526045
187,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,3,2,4,0,1,6,0,6,2,5,3,2,8,4,6,9,88429031.37443781,0.0,0.0,109133748.14915937,0.0003685395576487937,2586705.0618330874,96197621.79801805,0.0,0.0,35618922.051579095,0.0,0.0,153768664.28262603,0.0,0.0,1694800000.0,170.29199057969143
188,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,5,2,2,6,3,0,6,5,3,1,4,8,1,2,5,145176909.11798954,0.0,0.0,124573879.8096008,0.0,0.0,101647882.6157545,0.0,0.0,36110919.86181638,0.0004610101502394146,707803.6966721126,123046864.73899171,0.031785682132942,28922613.288971614,1382500000.0,0.0
189,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,4,6,5,0,5,1,0,6,5,5,0,6,2,9,1,3,126745040.65873201,0.0,0.0,104651657.86617124,0.0,0.0,108305326.2918388,0.0,0.0,25040998.500564516,0.00026994573657203183,3484777.352748345,129463991.02384225,0.0,0.0,673800000.0,337.89087518809504
190,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,7,0,1,4,0,10,4,5,5,5,7,7,4,0,144075745.84278923,0.0,0.0,101282862.84430562,0.009225751050539566,7855859.176619638,127258002.52691376,0.0,0.0,44119312.844942994,0.0,0.0,86420965.59927613,0.0,0.0,333100000.0,0.0
191,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,2,2,4,7,0,5,2,2,0,10,3,3,6,0,7,1,171787464.3741322,0.0,0.0,117735565.89662777,0.0013217520574443466,7673991.458137801,69456196.27730663,0.0,0.0,33201096.218706846,0.0,0.0,107398954.54698075,0.005088229264215743,31529314.767830774,1382500000.0,2446.315572000171
192,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,2,9,0,4,5,7,5,3,1,4,6,4,6,5,8,128446235.06223166,0.0,0.0,220518144.5181843,0.0,0.0,83982590.31387958,0.0,0.0,37659083.94390537,0.0,0.0,162597999.87462422,0.0030067317699125867,7321082.817223407,960600000.0,268.395774115124
193,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,10,5,9,1,8,2,7,8,2,10,5,6,5,3,209158747.76915967,0.0,0.0,255476224.15397054,0.0,0.0,114235066.03249383,0.0016981004362475384,5016494.532384092,45879634.07512745,1.888263808016722e-05,180720.97703291188,129065779.96707408,0.0,0.0,340700000.0,223.54843661549202
194,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,3,4,6,7,3,4,0,6,2,5,3,3,4,3,5,7,212649028.4929304,0.0,0.0,106860238.4866137,0.0,0.0,96197621.79801805,0.0,0.0,29664045.303329118,0.0,0.0,134129426.02570112,0.0007237213050684812,5388961.257575925,1287600000.0,414.16779472238954
195,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,4,4,8,9,7,2,8,4,6,5,0,2,4,5,5,2,262729849.9195456,0.0,0.0,237464329.82003897,0.0,0.0,102617623.69263883,0.0,0.0,18874688.442309864,8.862838249126703e-05,1173506.0489390905,118654151.87759118,0.0,0.0,885500000.0,116.10023859238419
196,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,2,3,2,2,0,7,7,1,0,1,1,0,0,5,6,2,127568368.5380355,0.0,0.0,173785762.0350182,0.001335554413030255,7714406.50668932,41292219.28177295,0.0,0.0,7753026.733539686,0.00014099742073486374,1432226.423873443,124227868.29395393,0.0,0.0,1517400000.0,506.8952087021378
197,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,5,2,1,9,5,6,3,1,0,2,5,6,8,6,98043050.03325048,0.0,0.0,217000933.41420856,0.00299630476567493,2553825.909096834,88468682.0009217,0.0,0.0,19170235.12681486,0.0,0.0,164025579.19994083,0.0,0.0,1289900000.0,0.0
198,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,6,4,0,2,0,0,4,7,5,1,3,7,10,6,4,119252509.8856793,0.0,0.0,50657440.82356407,0.0014089722984863824,7839025.152066268,107223484.85003497,0.0,0.0,33617626.480616905,0.0002232488946651134,2241364.084222548,171671214.22164094,0.0,0.0,371400000.0,560.6432816540155
199,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,2,7,1,6,1,1,1,6,5,5,0,0,0,8,0,6,188945475.6704826,0.0,0.0,121876886.34573786,0.0005654518649548493,3176258.050605698,108305326.2918388,0.0,0.0,10394303.808043148,0.0010025643766782251,10394303.808043148,101157510.29530728,0.0,0.0,837700000.0,865.8859904754192
200,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2,7,1,6,0,1,6,1,2,1,5,6,1,4,5,154370052.39969298,0.0,0.0,112832601.01821715,0.0,0.0,84277981.37530136,0.0,0.0,33334263.599948272,0.00011290338143882002,168710.98610150022,114822407.2995793,0.012922864441767327,11881369.416267904,812000000.0,0.0
201,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,6,0,7,1,4,8,2,1,0,10,10,6,5,6,95486976.46933737,0.0,0.0,191515724.13757014,0.0,0.0,94694851.07929048,0.0,0.0,50082444.77065095,0.0007385698540938921,1173506.0489390905,143424669.97232643,0.0,0.0,1382500000.0,0.0
202,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,4,7,0,5,4,7,6,7,4,7,4,10,66507014.9338145,0.0,0.0,137220471.0599543,0.0,0.0,106337197.36717674,0.0,0.0,45039276.5400175,0.0,0.0,170611600.40478837,0.0,0.0,1043500000.0,0.0
203,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,3,6,8,7,7,0,4,0,3,5,1,2,0,7,3,1,263124082.52035663,0.0,0.0,140822678.00042614,0.0,0.0,70890178.24985582,0.003900472448823066,14839522.89435072,14613722.613758318,5.5644812702707504e-05,710298.6298396086,117628654.87407616,0.0,0.0,879600000.0,863.6514298132631
204,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,3,6,6,4,6,7,4,0,8,4,0,2,4,7,4,1,206605892.4244883,0.0,0.0,238321732.97205263,0.0,0.0,80254600.74518685,0.0022157911158520944,8423554.358250517,19943900.468590677,0.0001704411956703874,2242718.0752199013,122653711.08936381,0.0,0.0,575500000.0,645.9381648281806
205,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,4,5,3,1,7,3,0,0,9,1,3,5,6,2,3,5,146778470.53340834,0.0,0.0,133844205.0086204,0.0,0.0,69173720.29896457,0.00028735208587719863,1097654.9453248645,37164121.51677349,0.0,0.0,117339256.73241958,0.0018424674086150333,13913603.004553562,1164700000.0,1331.8540817324922
206,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,2,3,4,7,5,4,0,1,3,4,3,3,2,3,7,10,181420849.26579878,0.0,0.0,122529913.13437451,0.0,0.0,76640235.07370698,0.0003692293309759347,1114534.7489937365,26773108.14923481,0.0,0.0,165755690.24499896,0.0008552614279632022,5114863.944041622,1779400000.0,365.71351744721176
207,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,3,5,3,2,0,9,3,10,0,8,2,2,8,7,1,5,152745139.9242727,0.0,0.0,162442482.3680761,0.0010684435304242038,7714406.50668932,96389428.94538924,0.0,0.0,33599997.36956474,0.0,0.0,123857161.70984554,0.0,0.0,874300000.0,512.3238486182952
208,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,2,10,4,6,2,5,1,0,6,5,0,2,0,2,1,4,259249046.7661612,0.0,0.0,155337467.71585995,0.00010599716308321934,593124.5574618633,67728435.14029445,0.00035991369895258093,1098871.581660298,7993979.763353728,6.170926938958516e-05,661899.5438319487,140000808.18920767,0.008119916688684796,48728103.1514802,1773500000.0,3158.915627489427
209,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,3,7,5,0,2,5,4,4,5,6,7,3,4,2,2,2,136422954.7271911,0.0,0.0,174462935.4344594,8.602893196968187e-05,597630.9502488626,101830221.10162406,0.0,0.0,38523445.297830656,0.0,0.0,103876302.42447,0.0020240659857931973,15257531.664665192,1218600000.0,1223.7575543475707
210,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,3,2,0,1,3,9,0,10,3,7,3,4,8,1,8,7,72222705.9376919,0.0,0.0,147378844.74942005,0.0,0.0,131042573.79792628,0.0,0.0,39557216.675477244,0.0,0.0,158488961.418258,0.003090560550884558,23533652.03139569,1182600000.0,1848.9352877712354
211,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,4,5,0,10,9,7,6,7,10,7,4,7,4,3,7,109584413.64186119,0.0,0.0,364273784.68546283,0.0,0.0,141697681.32362324,0.0,0.0,47166472.12561255,0.0,0.0,134335882.86061633,0.001745534748878536,10329221.022846406,339000000.0,635.4362981615943
212,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,2,5,5,7,8,6,4,5,8,0,3,7,6,71223146.50296113,0.0,0.0,232281659.41558912,0.0,0.0,120629174.17062208,0.0,0.0,30124599.05843404,0.0,0.0,136711771.50693655,0.0012482235063046145,1123249.345728516,1285900000.0,0.0
213,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,6,2,0,7,4,4,2,2,1,4,2,10,7,5,5,106293784.88118687,0.0,0.0,218040838.5480165,0.0,0.0,69095852.82136303,0.0,0.0,43019352.351233006,0.0,0.0,145485981.7145654,0.0,0.0,1339800000.0,0.0
214,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,5,3,4,5,4,9,4,1,1,3,7,8,4,3,140249369.74390027,0.0,0.0,193514447.60836524,0.0,0.0,107753677.83864129,0.0,0.0,32092375.608331077,0.00016919690488183646,716113.2119367215,137558383.45716655,0.0,0.0,802600000.0,28.46518903783435
215,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,6,0,7,0,4,1,1,3,1,7,0,1,3,1,10,144075745.84278923,0.0,0.0,99626213.36058511,0.0029214465509432453,2520946.756360581,68543533.15029672,0.0,0.0,22258486.725668453,0.0,0.0,125933352.04548,0.0015133214764847004,1343928.660111631,1110800000.0,0.0
216,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,7,5,5,5,1,4,4,2,0,4,6,10,1,0,5,217198541.196981,0.0,0.0,169928325.99237236,0.0,0.0,51760044.33566119,0.0,0.0,52616818.99897857,0.0,0.0,110034467.38479595,0.05150934251474265,47067304.06279138,931800000.0,0.0
217,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,2,4,1,0,4,2,6,7,1,5,7,6,4,3,2,5,85246019.34861892,0.0,0.0,183133272.94119212,0.0,0.0,97583078.29857512,0.0,0.0,45191261.99167799,0.0,0.0,109629720.32251485,0.0009046516313356017,5388961.257575925,1172300000.0,333.37369840343854
218,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,6,6,7,0,1,0,4,4,5,4,2,3,6,3,0,236973610.78838855,0.0,0.0,55015282.95548944,0.019699117275291486,16770161.003725383,94284526.09311262,0.0,0.0,28423546.01246352,0.0,0.0,77404471.7832109,0.0,0.0,756700000.0,0.0
219,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,2,2,3,7,7,3,2,7,5,6,2,6,3,6,5,125475141.84558643,0.0,0.0,242650022.35838723,0.0,0.0,97735277.85074407,0.0,0.0,38024260.17829373,0.0,0.0,129912697.07767868,0.006031010875570677,5388961.257575925,1336200000.0,0.0
220,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,4,7,5,10,0,6,2,2,2,0,3,5,7,1,125788764.77143934,0.0,0.0,177142338.93407154,0.0,0.0,87522215.84550698,0.0,0.0,16373078.863592021,0.0,0.0,126425650.3717125,0.0,0.0,934100000.0,0.0
221,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,3,2,7,3,2,9,2,9,4,4,7,2,0,2,6,6,167355240.67253488,0.0,0.0,201030620.09861416,0.0,0.0,117201264.71620561,0.0,0.0,23537919.412238494,0.0,0.0,127768008.56542467,0.0005844599959506241,4422900.477752184,509600000.0,344.46855002736265
222,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,2,6,6,0,4,0,1,1,0,5,5,9,4,3,4,181635071.1423083,0.0,0.0,57732794.7292676,0.005047871202736286,4374221.129056702,41292219.28177295,0.0,0.0,49552146.45753273,0.0,0.0,110322169.81689276,0.0,0.0,1285900000.0,0.0
223,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,2,3,2,2,3,3,6,1,5,1,0,1,0,3,5,5,127568368.5380355,0.0,0.0,181556219.26377252,0.0,0.0,79841237.47513713,0.0016443857393810915,4926179.427281731,14335667.989279842,0.0007916085936919126,8014867.6796136,153651534.6624236,0.005819322492812852,34746051.00822044,673800000.0,2892.6871318002536
224,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,2,5,1,5,3,0,7,5,5,3,3,8,0,1,4,136343642.84171075,0.0,0.0,116004983.79615441,0.0,0.0,113756052.19718486,0.0,0.0,37510326.298633955,0.0,0.0,117257849.31097594,0.06283628202999457,57702994.03601095,729100000.0,0.0
225,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,3,2,8,0,2,8,1,6,2,5,4,2,8,4,6,1,118857792.03722039,0.0,0.0,185863115.88083273,0.0003721327519559145,2599856.7229275885,96197621.79801805,0.0,0.0,37788978.5865777,0.0,0.0,119744427.90671521,0.0007073433558183448,5264709.646407182,1317500000.0,575.3789384631193
226,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,5,7,6,1,3,6,4,3,7,4,7,4,3,1,201783459.3101869,0.0,0.0,173361355.75588888,0.0,0.0,97560849.40717193,0.0,0.0,47166472.12561255,0.0,0.0,121681240.27625659,0.0029831015402780867,21910396.27948998,115300000.0,1664.5316817330377
227,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,2,2,8,0,6,6,1,7,6,5,0,5,5,7,7,3,118857792.03722039,0.0,0.0,204079832.51039457,0.0,0.0,118518738.69004363,0.0,0.0,24787135.49285279,5.5679644220715056e-05,624708.5440260209,148687151.83491525,0.0,0.0,1228500000.0,44.49165426442154
228,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,3,4,5,0,4,7,2,2,4,7,4,2,2,6,131162431.79431592,0.0,0.0,122529913.13437451,0.0,0.0,92262765.08401714,0.0,0.0,40038846.194705315,0.0,0.0,118672084.9512548,0.017196484570759306,15531628.978199497,1000800000.0,0.0
229,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,2,5,1,3,5,0,7,2,7,7,3,3,3,3,3,136343642.84171075,0.0,0.0,113553565.23269883,0.0,0.0,108572713.90717748,0.0,0.0,36785763.35688788,0.0,0.0,118209199.6334145,0.01924941258987356,17156404.65434999,600300000.0,0.0
230,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,7,8,4,5,4,6,9,4,0,5,1,3,3,0,1,243873805.99875686,0.0,0.0,211895698.4272849,0.0,0.0,76335526.52592039,0.0,0.0,28887426.50547571,0.0,0.0,70165923.27290872,0.013575343227626054,12121851.175263481,678000000.0,0.0
231,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,7,8,5,5,4,6,9,4,0,5,4,3,3,0,1,254011967.06579763,0.0,0.0,211895698.4272849,0.0,0.0,76335526.52592039,0.0,0.0,33975899.12695761,0.0,0.0,60290570.78910227,0.002496447012609229,2246498.691457032,799200000.0,0.0
232,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,4,4,4,8,7,9,5,6,0,5,1,2,4,1,0,2,202408062.1545881,0.0,0.0,288873658.78531754,0.0,0.0,66629563.55863415,0.0,0.0,25342960.463215463,5.639896829394549e-05,716113.2119367215,167065899.67911816,0.015003433834455172,113508083.91022572,966500000.0,10409.351069701697
233,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,2,3,0,5,1,1,6,9,5,5,3,3,0,3,0,5,101988088.03595176,0.0,0.0,151593070.79507312,0.0005599343708183597,3160102.127653199,125671933.25239167,0.0,0.0,17803345.000196747,0.0,0.0,103900775.60377586,0.005535168948362722,32982813.880268235,569600000.0,2208.640135716527
234,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,2,7,9,0,6,1,1,6,4,0,1,0,0,8,0,6,176012213.0647474,0.0,0.0,161218867.4218822,0.0,0.0,63699598.27434066,0.0,0.0,8469139.945476407,0.00021149613110229561,2148339.6358101643,101157510.29530728,0.0,0.0,1099700000.0,141.76998446577653
