,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,scenario,policy,model
328,8,125.43650998896214,1.5,0.9066935805171689,215.86145186854532,1.0,0.803436758764977,249.57069489781733,10.0,0.06398410246174893,253.99436428638296,1.0,0.33858662848834237,35.778245108696716,1.0,0.8204236280382794,4.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,Policy 0,dikesnet
329,7,101.4693128800812,10.0,0.809714909525125,311.67320508716733,1.5,0.18246776420801517,59.219434725455116,10.0,0.3260692104883741,347.69315627601026,10.0,0.918919321461271,280.47422176977125,1.0,0.5179281809627452,1.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,Policy 0,dikesnet
330,92,238.31560545342194,1.5,0.45787786011280607,304.4053462415905,1.0,0.5064267326621428,140.88368849616612,1.0,0.9869718215507031,348.90007750992936,1.5,0.24827999351784236,284.3197909516201,1.5,0.24534803280829487,4.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,Policy 0,dikesnet
331,35,297.74593598548205,10.0,0.5085087711505819,133.31325820306628,1.5,0.4858258779409677,231.5287037446679,1.5,0.8239457130102237,51.71262805222412,1.0,0.9687466944899767,244.62884929374272,10.0,0.11195589494718579,3.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,Policy 0,dikesnet
332,29,309.61901510811697,1.0,0.5137399980409949,63.05575441173064,1.5,0.08849895268733782,39.36656643962217,1.5,0.4083266131060233,337.1372605295338,1.5,0.568718131336058,276.3133256585231,1.5,0.2158536556113618,1.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,Policy 0,dikesnet
333,115,320.896043887713,1.5,0.42867922364481725,111.48263411724776,1.0,0.6789911155712303,335.548843114599,1.0,0.2942918484925291,38.17669825065475,1.0,0.005703629875521119,154.49155670503887,10.0,0.5678542744225893,3.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,Policy 0,dikesnet
334,63,92.68558448652512,1.5,0.1568869178104211,212.56027263284386,1.5,0.5566535022203877,208.82231437424508,10.0,0.899446708280949,143.3443055049819,1.5,0.5090748668185378,327.4828762835589,1.0,0.8080346383964232,4.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,Policy 0,dikesnet
335,78,140.5417490939615,10.0,0.4041931715241733,90.83540702191206,10.0,0.04747854013912641,74.33613377912505,1.5,0.532039373757187,82.94714010059153,1.0,0.5442268803545703,279.0490161921537,10.0,0.193719220203087,4.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,Policy 0,dikesnet
336,46,239.7301659856173,1.5,0.20772222928987266,282.20738707883436,1.0,0.18760326409092623,134.38111383534394,10.0,0.7516285552873525,345.1057977826208,10.0,0.3847376204864125,176.5292941767331,1.0,0.060992579871519875,3.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,Policy 0,dikesnet
337,72,234.0165654486699,1.0,0.7745062754842378,293.5937316492076,10.0,0.13726044016337682,226.4052761155316,1.5,0.9313957997919112,279.9593343765697,1.5,0.8374655832792082,204.99281379291114,1.0,0.7427010508656215,2.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,Policy 0,dikesnet
338,19,166.22758759411437,1.5,0.9625205787246679,270.44327727715836,10.0,0.9397657887016971,251.68357330712035,10.0,0.020959242669382826,291.45623356970754,1.5,0.8437570765812796,120.24716690495356,10.0,0.323234204958236,1.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,Policy 0,dikesnet
339,122,313.19846880318954,1.5,0.12752097720945746,58.69752019977894,10.0,0.020067634134130003,32.560921996948345,10.0,0.3425784296300806,138.38279149628596,1.5,0.17013042509268828,71.3705686006099,10.0,0.5950653071370466,3.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,Policy 0,dikesnet
340,115,66.60547795845626,1.5,0.9755178026017209,151.55118866273375,10.0,0.17802999414902487,40.299120109979164,1.5,0.40900381655148293,225.71432409785308,1.5,0.03893827414154092,79.6342337634303,1.0,0.20731798029419554,4.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,Policy 0,dikesnet
341,71,322.95933175024226,10.0,0.6981715231806667,285.2633320088636,10.0,0.501515494158033,88.62438840380236,1.0,0.8639829868452504,91.8997562947099,1.0,0.4594414457311844,173.27870367132832,1.5,0.9784393081348157,3.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,Policy 0,dikesnet
342,118,289.1979873433602,10.0,0.49638442211291417,233.80988267184009,10.0,0.5180873885428507,181.9624091852188,1.0,0.5248442628552961,272.9111817870239,1.5,0.23347644676830648,37.241886099006095,1.0,0.28580094290904917,3.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,Policy 0,dikesnet
343,1,125.85161648052252,1.5,0.01814875264587261,136.8871574181943,1.0,0.013299900066580595,183.9549489256013,10.0,0.9897628140278976,30.686195012886966,10.0,0.4835172897427304,47.79417481080643,1.0,0.2211961897949025,2.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,Policy 0,dikesnet
344,53,145.25121375279963,1.0,0.27238192882068624,251.2306597135539,10.0,0.8738006835137775,322.43032105237955,10.0,0.9486763403258729,310.4270034649897,1.0,0.6654031790274321,153.93544544013145,1.0,0.7207647618732037,2.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,Policy 0,dikesnet
345,31,148.43382890401284,1.5,0.22737840154211458,155.10806937968357,1.5,0.968946896042439,201.13383752171262,10.0,0.13922637154737563,172.41063312827703,1.0,0.4577388593282447,320.2725569001154,1.0,0.7777756826096079,4.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,Policy 0,dikesnet
346,108,36.46692155627051,1.5,0.05165643342294477,41.21261072669314,10.0,0.9313409157394339,167.2467811379105,10.0,0.5448357601379613,72.94295774262176,1.5,0.5596751463723203,242.7955179850033,10.0,0.9014949282584646,4.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,Policy 0,dikesnet
347,122,86.33792006409296,1.0,0.26542495067241006,283.6609712625901,1.0,0.7897995379344586,276.2056861795813,1.5,0.5317701266079141,225.1138894638676,1.0,0.7607371398447006,106.44123478829287,1.5,0.9107544068974333,3.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,Policy 0,dikesnet
348,49,104.86867457806429,10.0,0.7648938646071471,221.89198544509412,1.5,0.6861854043759591,61.114372971215005,1.5,0.9551772688656286,270.7583729536283,1.0,0.592284400355439,51.753525290264975,1.5,0.5965815922037143,2.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,Policy 0,dikesnet
349,131,330.9012003440105,10.0,0.8623063419532186,154.32798381154666,1.0,0.9165434165494516,35.458409838837085,10.0,0.5267620232955289,51.38414965271176,10.0,0.9603795412839538,91.9740118781319,1.0,0.2792515925189818,1.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,Policy 0,dikesnet
350,53,228.68678387350275,10.0,0.4169632455457727,329.47690180160185,1.5,0.8086393735452161,170.86891408332318,1.0,0.5174521406862544,286.934545798316,1.0,0.6401335445807922,343.26563152983465,1.5,0.5393193036710481,1.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,Policy 0,dikesnet
351,91,185.9080509696384,10.0,0.7580183501674906,172.8288627855668,1.0,0.8131241721285934,193.9542030627647,10.0,0.05487914912806266,177.33276111542114,10.0,0.8853821891654621,175.4825614663417,10.0,0.8547976006053977,1.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,Policy 0,dikesnet
352,79,34.51213886831722,10.0,0.10685738475558172,224.5754769977492,10.0,0.471248543382225,263.44210572294685,10.0,0.7539335351689217,346.7305307610711,1.0,0.6297542645346437,285.45833116166125,1.0,0.9380960183965888,4.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,Policy 0,dikesnet
353,37,337.63598573868603,10.0,0.764247362723308,69.4541454693879,1.5,0.08244664126890316,281.13016136679363,10.0,0.33504315616288904,119.2937568883938,10.0,0.12151024079577014,212.55440757537144,1.0,0.31392046346134417,1.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,Policy 0,dikesnet
354,79,233.23020157748965,1.5,0.21921279089169932,258.19722387516225,1.5,0.06744794263761492,236.2723922163771,1.0,0.3710058333344479,275.72814160049757,1.0,0.25407974205750244,291.61559265486596,1.5,0.5843800112040136,2.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,Policy 0,dikesnet
355,45,32.8868435735471,1.5,0.24907318568847964,52.15553175857813,10.0,0.24049560804513959,306.4439227010918,10.0,0.8208137825291373,331.1196558008977,10.0,0.3584375234300817,44.78701036292643,1.5,0.888646585530639,1.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,Policy 0,dikesnet
356,78,224.82091297435716,1.5,0.8517330544268724,202.9637037477541,1.5,0.35365815110866644,272.9379068400278,1.5,0.08048530342606706,102.09979704494698,1.0,0.28883557048986935,31.46750580315975,1.5,0.6350758880682318,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,Policy 0,dikesnet
357,16,33.399004799314554,1.5,0.2630968228313118,253.72650228735085,1.5,0.3206816132974009,286.04606125374113,1.0,0.39874696780276386,287.04296394229414,1.5,0.5273782895277938,60.40600068948321,1.5,0.5359143371259117,1.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,Policy 0,dikesnet
358,28,40.13469169491141,1.5,0.7019952711855993,160.30302836115462,10.0,0.08479976565169194,270.00167536172245,10.0,0.25782577221388964,33.54906367986515,10.0,0.08156391206317487,246.55386327638757,10.0,0.8640002556191436,3.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,Policy 0,dikesnet
359,117,177.17119453389626,10.0,0.4700750937727044,197.9196938960643,10.0,0.5211201409637112,63.549076094678455,1.0,0.7964260879316165,320.7196404991634,1.5,0.7259968496587563,262.31268429460187,1.5,0.4343685325754656,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,Policy 0,dikesnet
360,85,180.3643942231283,1.5,0.8447580135746874,104.85642453157831,10.0,0.0929414265349264,320.7200123660851,10.0,0.8284845370990724,308.62345596221695,1.0,0.5138952223216705,268.2157006071109,1.0,0.8068627984964667,2.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,Policy 0,dikesnet
361,19,323.9914731672067,1.0,0.7082163194494728,266.10185498147854,1.5,0.4749548913614331,277.7670938746787,1.5,0.448945586836946,180.87802729941708,1.0,0.3720497758756691,294.80517010196417,1.5,0.22488179935380143,2.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,Policy 0,dikesnet
362,78,131.89308579561367,1.5,0.8143373855560896,186.641013959234,1.5,0.9225946359913906,103.1691363099998,10.0,0.22646494916571308,339.69943291575777,1.0,0.782407816809561,215.29970511563218,10.0,0.4407868802945718,3.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,Policy 0,dikesnet
363,14,306.44601856025145,1.0,0.4464479708567946,264.23653045921503,1.5,0.29927223577127254,349.03103808389346,1.5,0.2717807092718841,241.59246074332745,1.5,0.21164200584564255,227.6978701984278,10.0,0.6500832748171073,2.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,Policy 0,dikesnet
364,81,193.55148833189878,1.5,0.6198334365720483,317.96245703237395,10.0,0.7872910421248531,64.14255989367776,1.5,0.42452394873250077,86.30982923559286,10.0,0.7423253773794442,213.2055494065116,10.0,0.7737624940445418,2.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,Policy 0,dikesnet
365,122,97.75086549028698,1.0,0.30607915769677135,130.15163857654076,1.0,0.5245931266054711,45.761716742233475,1.5,0.9912036524755765,111.58124444817466,1.5,0.4748554412717962,270.3634853345806,1.0,0.04708700580933437,3.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,Policy 0,dikesnet
366,5,112.15873281346929,1.0,0.2250966877507683,300.17420233564957,1.5,0.10640883185336054,114.34410792191052,1.0,0.6566622906803018,166.53047978755777,1.0,0.44417523249984875,176.74161833637822,10.0,0.4294749748363759,2.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,Policy 0,dikesnet
367,114,230.92852936058446,1.5,0.9716314688164064,210.17502824157168,10.0,0.5778450130527734,43.212173210653475,10.0,0.35396331022964683,325.0952067362017,1.5,0.7840126268668003,134.08680185758874,1.0,0.37757010623744197,3.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,Policy 0,dikesnet
368,35,38.690891824938284,10.0,0.04556650833846916,197.41180371186994,1.0,0.8856100318674578,345.01249214378294,1.5,0.5310678269260775,160.68201971430733,1.0,0.19393679424966434,187.9987742987545,1.5,0.9629073304666828,1.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,Policy 0,dikesnet
369,80,232.19257477512596,1.5,0.19429998729656198,77.75050275038025,1.5,0.36408734653006747,333.697914719715,1.0,0.4161568295338575,217.111090799911,10.0,0.6229156489029681,123.63546552039146,1.5,0.12748331900189505,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,Policy 0,dikesnet
370,15,85.26212768352298,1.5,0.1734910207040502,99.60173769006529,1.5,0.5844076717547338,288.9547440169655,10.0,0.4157336498967611,291.8094192772576,1.5,0.14707292606146438,306.33458496667595,1.0,0.33731241090921515,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,Policy 0,dikesnet
371,61,344.3399883331035,1.0,0.016878430229139128,174.3897503537854,1.5,0.739235821634729,187.53989692846872,1.5,0.6066152533727691,242.4189794033924,10.0,0.8892968258873536,280.398195932809,1.0,0.7280738844865176,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,Policy 0,dikesnet
372,32,53.064868768174975,1.0,0.5504715503036327,290.412665234575,1.5,0.5696594237972631,335.2771043720004,1.0,0.860065576709687,61.23571567895078,1.0,0.9206480340976901,149.94837147091744,1.0,0.6831471782696177,1.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,Policy 0,dikesnet
373,105,100.24151770726371,1.5,0.9563521002932734,296.32866225421867,1.5,0.1079254505860896,41.27809033479984,10.0,0.8787027962572385,104.9294046252985,10.0,0.10101907158125403,114.91616467044553,1.0,0.7094872095286552,4.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,Policy 0,dikesnet
374,52,169.16816737131134,1.5,0.6018625955624852,171.05242225794245,1.0,0.5330503698930431,66.98319629994185,1.5,0.2769269506878979,54.43885034220702,10.0,0.982391543159077,327.37930573691193,1.5,0.33866738632505144,2.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,Policy 0,dikesnet
375,98,304.83215889725665,1.5,0.3459809348871607,108.32966282045031,1.5,0.7324395977789557,286.84099141654787,1.0,0.7882413803634296,120.73311593534187,1.0,0.5768575290032135,299.23335314329285,1.0,0.35887177843193496,3.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,Policy 0,dikesnet
376,81,58.99075613457174,1.0,0.2436717962405875,242.70579363167118,10.0,0.33019639238900944,268.73270370878777,1.0,0.725928722500809,228.5476414705242,10.0,0.6071327586694828,258.54996093639613,1.5,0.9180096353975802,2.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,Policy 0,dikesnet
377,72,279.28302520056263,1.0,0.19471553500097663,68.2396207895161,1.5,0.28705428363934427,35.02954615443762,1.0,0.7729824407430396,123.99244104330415,1.0,0.16753000034941662,303.72183571756835,1.5,0.8193713701731684,3.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,Policy 0,dikesnet
378,74,289.0243430415404,1.0,0.39665769943148466,247.24050886108077,1.5,0.8947798945645266,112.40690865265978,1.5,0.42825006470867844,292.8745633025789,1.5,0.28459172131092836,40.30619063433137,10.0,0.3475918789592066,1.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,Policy 0,dikesnet
379,98,90.71706446380082,10.0,0.05873112852647608,281.56608475566344,10.0,0.8415769275510862,42.96427176202182,1.5,0.5559470712626202,254.42078460516242,1.5,0.7782583988588802,213.77488558601598,10.0,0.20101203578467866,3.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,Policy 0,dikesnet
380,28,275.888520773781,1.5,0.8805604328526417,326.83245294789265,10.0,0.8322909479330284,245.81253856145992,10.0,0.08176200623282653,32.32844828986782,1.5,0.7140231137231755,258.12650585329027,1.5,0.31923609825223104,4.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,Policy 0,dikesnet
381,76,43.58851179271949,10.0,0.02135165410174729,100.85210515233203,1.5,0.42615957187234466,144.6907626118161,10.0,0.14817283057736783,133.18612576397976,1.0,0.8888525766562515,332.6497591657606,10.0,0.43078751160149464,2.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,Policy 0,dikesnet
382,100,190.0468319742633,1.5,0.524771006754939,240.83091094316214,10.0,0.19350652808242963,41.79875928115612,1.5,0.866269553440642,222.34968438864047,1.5,0.7733376070325728,335.68261082338444,10.0,0.7612847314063853,4.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,Policy 0,dikesnet
383,75,63.5649789338943,1.5,0.0077247361210337215,156.6701218276646,10.0,0.3634955933104279,327.35752879025637,1.0,0.4664713349471006,344.8858378235057,10.0,0.6185348116868761,332.82213125434026,1.5,0.8307418191487917,3.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,Policy 0,dikesnet
384,8,277.65574752135046,1.5,0.24432744787912355,246.99846301828518,1.0,0.07591886194015118,32.91544514843442,1.5,0.666243785767232,250.4291640720129,1.5,0.1815957656884646,129.5937886112772,1.0,0.6990345606679492,3.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,Policy 0,dikesnet
385,124,61.15012855177878,1.0,0.22858941589689513,240.2175364742985,1.5,0.8073739597306748,89.72527851675854,10.0,0.9556239185085321,223.55392529965502,1.5,0.8492755388441459,338.3592155796273,1.5,0.6094930506873789,2.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,Policy 0,dikesnet
386,34,131.49848668209762,1.0,0.3873045822807673,80.34074325440757,1.5,0.04290118464338947,80.08562294324281,1.0,0.33133244074585977,153.5094847792697,1.0,0.9456689950659523,340.90746108209845,1.0,0.2659353046849162,2.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,Policy 0,dikesnet
387,57,46.65212374292376,1.5,0.4671322133918266,317.47342944842126,1.0,0.6089144185835837,288.0548720765445,1.0,0.35871035554133174,125.92516250785974,10.0,0.04154646904459237,173.10754141659558,1.5,0.0701185461752729,2.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,Policy 0,dikesnet
388,50,158.59116129613517,1.5,0.6334250545661443,156.86234387860077,1.5,0.23127293208572364,98.27682007055904,10.0,0.7254365287292591,333.1675506614344,1.5,0.2247027092044575,90.92963479231628,10.0,0.3303234649201661,1.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,Policy 0,dikesnet
389,67,269.1782310931568,10.0,0.6813500607378018,161.44347396513712,1.0,0.5231715215792289,159.2620036882718,10.0,0.18192804945213933,261.8360526449598,1.0,0.7645326839575709,331.0984389059709,1.5,0.008890651544368357,2.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,Policy 0,dikesnet
390,32,286.1925468281594,10.0,0.4443226245330419,124.02012728592567,1.0,0.916070318221345,86.70996638661393,1.5,0.8570140534043893,347.55195904008866,10.0,0.5800637604430189,282.6334034783901,1.0,0.09991076765611234,4.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,Policy 0,dikesnet
391,75,184.23857236088818,10.0,0.5805692666410278,80.50415939237533,1.0,0.6869629116707464,241.73489085838503,1.0,0.868912882491157,176.89347630843014,1.0,0.9835610452164687,150.2865516302197,1.5,0.09478526211832168,3.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,Policy 0,dikesnet
392,59,233.44425555119835,10.0,0.8625043684534047,155.77510393401673,1.5,0.13980805813886238,332.4410251556025,10.0,0.465007391861109,319.5091899498001,10.0,0.6302972859760565,283.67730937953434,1.5,0.1445625677661897,2.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,Policy 0,dikesnet
393,101,49.69090767118331,1.5,0.09258632881383151,176.83007694231517,1.0,0.3681764855269617,71.56105647830246,1.0,0.9214338514114833,294.5688089189639,1.0,0.04739141905598966,337.23181436849507,1.5,0.11737645943918357,3.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,Policy 0,dikesnet
394,96,281.98259759559625,10.0,0.333680971458338,54.80439256623825,1.5,0.8390457233095884,86.02565364250029,1.0,0.4889858677908987,267.77137826691364,1.5,0.8310601539179509,49.4164331739762,1.5,0.8263646804652013,3.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,Policy 0,dikesnet
395,26,121.69553427376536,1.5,0.6841080460306568,267.993283279762,1.5,0.23593620984608707,132.01269517776913,10.0,0.2620815239560105,110.1804362267431,1.0,0.9768491573782745,139.11588166109323,1.0,0.7615611429366322,2.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,Policy 0,dikesnet
